data;
param n:= 80;
param M:= 99999;
param c: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 
:=
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1000000 
1 2147483647 0 650 300 425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 2147483647 2147483647 0 100 450 400 800 200 400 800 100 200 400 0 0 0 0 0 0 0 800 100 200 100 800 0 0 0 0 0 0 0 0 0 100 800 100 800 200 325 400 400 100 400 800 100 200 0 0 0 0 0 0 0 0 0 200 200 800 200 280 200 800 400 800 200 100 440 100 800 800 100 400 200 380 100 400 200 800 0 
3 2147483647 2147483647 500 0 500 700 500 100 700 500 800 600 700 500 100 800 500 700 300 700 0 0 0 0 0 600 800 500 500 100 800 500 450 700 0 0 0 0 0 0 0 0 800 700 500 800 600 700 800 500 500 800 500 460 800 500 0 0 0 0 0 0 0 0 500 100 800 400 800 500 500 800 700 100 360 800 700 100 500 0 
4 2147483647 2147483647 500 475 0 425 500 350 425 500 475 275 425 500 350 475 500 425 325 425 500 475 350 475 500 275 475 500 500 350 475 500 325 425 475 500 475 500 350 275 425 425 0 0 0 0 0 425 475 500 500 475 500 345 475 500 350 350 500 350 300 350 500 425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 2147483647 2147483647 2147483647 500 525 0 500 400 600 500 500 500 600 500 400 500 500 600 450 600 500 500 400 500 500 0 0 0 500 400 500 500 500 600 500 500 500 500 400 450 600 600 500 600 500 500 500 0 0 0 500 500 500 500 500 500 400 400 500 400 430 400 500 600 500 400 500 490 500 500 500 500 600 400 480 500 600 400 500 0 
6 2147483647 2147483647 2147483647 100 450 400 0 200 400 800 100 200 400 800 200 100 800 400 500 400 800 100 200 100 800 200 100 800 0 200 100 800 550 400 100 800 100 800 200 325 400 400 100 400 800 100 200 400 100 800 0 100 800 600 100 800 200 200 800 200 280 200 800 400 800 200 100 440 100 800 800 100 400 200 380 100 400 200 800 0 
7 2147483647 2147483647 2147483647 800 200 100 200 0 100 200 800 525 100 200 400 800 200 100 300 100 200 800 400 800 200 525 800 200 200 0 0 0 225 100 800 200 800 200 400 450 100 100 800 100 200 800 525 100 800 200 200 0 0 0 800 200 400 400 200 400 350 400 200 100 200 400 800 250 800 200 200 800 100 400 270 800 100 400 200 0 
8 2147483647 2147483647 2147483647 500 525 600 500 400 0 500 500 500 600 500 400 500 500 600 450 600 500 500 400 500 500 500 500 500 500 400 500 500 0 600 500 500 500 500 400 450 600 600 500 600 500 500 500 600 500 500 500 500 500 500 0 500 400 400 500 400 430 400 500 600 500 400 500 490 500 500 500 500 600 400 480 500 600 400 500 0 
9 2147483647 2147483647 2147483647 100 450 400 800 200 400 0 100 200 400 800 200 100 800 400 500 400 800 100 200 100 800 200 100 800 800 200 100 800 550 0 100 800 100 800 200 325 400 400 100 400 800 100 200 400 100 800 800 100 800 600 100 0 200 200 800 200 280 200 800 400 800 200 100 440 100 800 800 100 400 200 380 100 400 200 800 0 
10 2147483647 2147483647 500 2147483647 500 700 500 100 700 500 0 600 700 500 100 800 500 700 300 700 500 800 100 800 500 600 800 500 500 100 800 500 450 700 0 0 0 500 100 375 700 700 800 700 500 800 600 700 800 500 500 800 500 460 800 500 0 0 0 100 200 100 500 700 500 100 800 400 800 500 500 800 700 100 360 800 700 100 500 0 
11 2147483647 2147483647 425 2147483647 325 525 425 250 525 425 725 0 525 425 250 725 425 525 225 525 425 725 250 725 425 375 725 425 425 250 725 425 300 525 725 425 725 0 0 0 0 0 725 525 425 725 375 525 725 425 425 725 425 325 725 425 250 250 425 0 0 0 0 0 425 250 725 245 725 425 425 725 525 250 205 725 525 250 425 0 
12 2147483647 2147483647 500 500 2147483647 600 500 400 600 500 500 500 0 500 400 500 500 600 450 600 500 500 400 500 500 500 500 500 500 400 500 500 500 600 500 500 500 500 400 450 600 600 500 600 500 500 500 600 500 500 500 500 500 500 500 500 400 400 500 400 430 400 500 600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
13 2147483647 2147483647 2147483647 100 450 2147483647 800 200 400 800 100 200 400 0 200 100 800 400 500 400 800 100 200 100 800 200 100 800 800 200 100 800 550 400 100 800 100 800 200 325 400 400 100 400 800 100 200 0 0 800 800 100 800 600 100 800 200 200 800 200 280 200 800 400 800 200 100 440 100 800 800 100 400 200 380 100 400 200 800 0 
14 2147483647 2147483647 2147483647 800 200 2147483647 200 400 100 200 800 525 100 200 0 800 200 100 300 100 200 800 400 800 200 525 800 200 200 400 800 200 225 100 800 200 800 200 400 450 100 100 800 100 200 800 525 100 800 0 200 800 200 220 800 200 400 400 200 400 350 400 200 100 200 400 800 250 800 200 200 800 100 400 270 800 100 400 200 0 
15 2147483647 2147483647 2147483647 800 500 700 2147483647 100 700 500 800 600 700 500 100 0 500 700 300 700 500 800 100 800 500 600 800 500 500 100 800 500 450 700 800 500 800 500 100 375 700 700 800 700 500 800 600 700 800 500 0 800 500 460 800 500 100 100 500 100 200 100 500 700 500 100 800 400 800 500 500 800 700 100 360 800 700 100 500 0 
16 2147483647 2147483647 2147483647 100 450 400 800 2147483647 400 800 100 200 400 800 200 100 0 400 500 400 800 100 200 100 800 200 100 800 800 200 100 800 550 400 100 800 100 800 200 325 400 400 100 400 800 100 200 400 100 800 800 0 0 600 100 800 200 200 800 200 280 200 800 400 800 200 100 440 100 800 800 100 400 200 380 100 400 200 800 0 
17 2147483647 2147483647 2147483647 500 525 600 500 2147483647 600 500 500 500 600 500 400 500 500 0 450 600 500 500 400 500 500 500 500 500 500 400 500 500 500 600 500 500 500 500 400 450 600 600 500 600 500 500 500 600 500 500 500 500 500 0 500 500 400 400 500 400 430 400 500 600 500 400 500 490 500 500 500 500 600 400 480 500 600 400 500 0 
18 2147483647 2147483647 2147483647 450 225 250 500 300 2147483647 500 450 175 250 500 300 450 500 250 0 250 500 450 300 450 500 175 450 500 500 300 450 500 250 250 450 500 450 500 300 225 250 250 450 250 500 450 175 250 450 500 500 450 500 300 0 500 300 300 500 300 250 300 500 250 500 300 450 200 450 500 500 450 250 300 170 450 250 300 500 0 
19 2147483647 2147483647 2147483647 500 525 600 500 400 600 2147483647 500 500 600 500 400 500 500 600 450 0 500 500 400 500 500 500 500 500 500 400 500 500 500 600 500 500 500 500 400 450 600 600 500 600 500 500 500 600 500 500 500 500 500 500 500 0 400 400 500 400 430 400 500 600 500 400 500 490 500 500 500 500 600 400 480 500 600 400 500 0 
20 2147483647 2147483647 800 2147483647 450 400 800 200 400 800 2147483647 200 400 800 200 100 800 400 500 400 0 100 200 100 800 200 100 800 800 200 100 800 550 400 100 800 100 800 200 325 400 400 100 400 800 100 200 400 100 800 800 100 800 600 100 800 0 200 800 200 280 200 800 400 800 200 100 440 100 800 800 100 400 200 380 100 400 200 800 0 
21 2147483647 2147483647 500 2147483647 500 700 500 100 700 500 2147483647 600 700 500 100 800 500 700 300 700 500 0 100 800 500 600 800 500 500 100 800 500 450 700 800 500 800 500 100 375 700 700 800 700 500 800 600 700 800 500 500 800 500 460 800 500 100 0 0 100 200 100 500 700 500 100 800 400 800 500 500 800 700 100 360 800 700 100 500 0 
22 2147483647 2147483647 200 2147483647 200 100 200 400 100 200 800 2147483647 100 200 400 800 200 100 300 100 200 800 0 800 200 525 800 200 200 400 800 200 225 100 800 200 800 200 400 450 100 100 800 100 200 800 525 100 800 200 200 800 200 220 800 200 400 400 200 0 350 400 200 100 200 400 800 250 800 200 200 800 100 400 270 800 100 400 200 0 
